         CN num,      gen-CN num,      surface CN,           CN-Ni,  0.1251,  0.1248,  0.0150,  0.0000, -1.0555,  0.0149,  0.0000, -1.0462
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,      chemSROP22,  0.2645,  0.2587,  0.0187,  0.0000, -0.3781,  0.0188,  0.0000, -0.3706
     gen-CN num, sub surface Ni num,      chemSROP22,       gCN-Pt-Ni,  0.2510,  0.2461,  0.0226,  0.0045, -0.3697,  0.0222,  0.0123, -0.3604
     gen-CN num,      chemSROP22, sub surface Ni num,       gCN-Pt-Ni,  0.2531,  0.2479,  0.0072,  0.1291, -0.3663,  0.0084,  0.1291, -0.3577
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,      chemSROP22,  0.2337,  0.2297,  0.0427,  0.0101, -0.5254,  0.0415,  0.0279, -0.5128
     gen-CN num, sub surface Ni num,      chemSROP22,       gCN-Pt-Pt,  0.2508,  0.2458,  0.0229,  0.0086, -0.3730,  0.0225,  0.0094, -0.3635
     gen-CN num,      chemSROP22, sub surface Ni num,       gCN-Pt-Pt,  0.2458,  0.2405,  0.0036,  0.0508, -0.3811,  0.0042,  0.0499, -0.3727
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,      chemSROP22,  0.2147,  0.2132,  0.0134,  0.0000, -0.6719,  0.0131,  0.0000, -0.6568
     gen-CN num, sub surface Ni num,      chemSROP22,        gCN-Ni-X,  0.2509,  0.2460,  0.0228,  0.0152, -0.3700,  0.0223,  0.0158, -0.3605
     gen-CN num,      chemSROP22, sub surface Ni num,        gCN-Ni-X,  0.2650,  0.2604,  0.0035,  0.0382, -0.3358,  0.0043,  0.0365, -0.3247
     gen-CN num,        gCN-Ni-X, sub surface Ni num,      chemSROP22,  0.2647,  0.2589,  0.0116,  0.0015, -0.3702,  0.0117,  0.0130, -0.3626
     gen-CN num, sub surface Ni num,      chemSROP22,        gCN-Pt-X,  0.2508,  0.2459,  0.0229,  0.0066, -0.3723,  0.0224,  0.0073, -0.3629
     gen-CN num,      chemSROP22, sub surface Ni num,        gCN-Pt-X,  0.2457,  0.2404,  0.0051,  0.0389, -0.3826,  0.0058,  0.0382, -0.3741
     gen-CN num,        gCN-Pt-X, sub surface Ni num,      chemSROP22,  0.1854,  0.1846,  0.0148,  0.0000, -0.7958,  0.0146,  0.0000, -0.7825
     gen-CN num, sub surface Ni num,      chemSROP22,           CN-Pt,  0.2509,  0.2459,  0.0228,  0.0048, -0.3721,  0.0224,  0.0055, -0.3627
     gen-CN num,      chemSROP22, sub surface Ni num,           CN-Pt,  0.2475,  0.2423,  0.0049,  0.0292, -0.3802,  0.0058,  0.0287, -0.3715
     gen-CN num,           CN-Pt, sub surface Ni num,      chemSROP22,  0.1794,  0.1782,  0.0132,  0.0000, -0.8548,  0.0130,  0.0000, -0.8435
     gen-CN num, sub surface Ni num,      chemSROP22,  exp neg strain,  0.2510,  0.2460,  0.0228,  0.0203, -0.3710,  0.0223,  0.0245, -0.3617
     gen-CN num,      chemSROP22, sub surface Ni num,  exp neg strain,  0.2563,  0.2509,  0.0051,  0.1468, -0.3668,  0.0059,  0.1457, -0.3579
     gen-CN num,  exp neg strain, sub surface Ni num,      chemSROP22,  0.1150,  0.1153,  0.1975,  0.0000, -1.5206,  0.1957,  0.0046, -1.5057
     gen-CN num, sub surface Ni num,      chemSROP22,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,      chemSROP22, sub surface Ni num,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num,          strain, sub surface Ni num,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num, sub surface Ni num,      chemSROP22,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,      chemSROP22, sub surface Ni num,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num,  inverse strain, sub surface Ni num,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,       gCN-Ni-Pt,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,       gCN-Ni-Pt,  0.2632,  0.2582,  0.0031,  0.0639, -0.3437,  0.0030,  0.0626, -0.3337
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,       gCN-Ni-Ni,  0.2630,  0.2576,  0.0147,  0.0302, -0.3728,  0.0155,  0.0250, -0.3661
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,       gCN-Pt-Ni,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,       gCN-Pt-Ni,  0.2535,  0.2484,  0.0000,  0.1265, -0.3630,  0.0000,  0.1263, -0.3543
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,       gCN-Ni-Ni,  0.2318,  0.2278,  0.0400,  0.0282, -0.5231,  0.0389,  0.0281, -0.5108
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,       gCN-Pt-Pt,  0.2508,  0.2458,  0.0202,  0.0133, -0.3743,  0.0194,  0.0160, -0.3658
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,       gCN-Pt-Pt,  0.2458,  0.2405,  0.0023,  0.0489, -0.3820,  0.0020,  0.0482, -0.3733
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,       gCN-Ni-Ni,  0.1757,  0.1780,  0.0158,  0.1135, -0.7905,  0.0154,  0.1075, -0.7706
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,        gCN-Ni-X,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,        gCN-Ni-X,  0.2651,  0.2605,  0.0000,  0.0377, -0.3344,  0.0015,  0.0342, -0.3244
     gen-CN num,        gCN-Ni-X, sub surface Ni num,       gCN-Ni-Ni,  0.2645,  0.2589,  0.0101,  0.0134, -0.3661,  0.0110,  0.0065, -0.3603
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,        gCN-Pt-X,  0.2510,  0.2461,  0.0221,  0.0019, -0.3705,  0.0211,  0.0042, -0.3622
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,        gCN-Pt-X,  0.2459,  0.2407,  0.0000,  0.0385, -0.3805,  0.0000,  0.0379, -0.3720
     gen-CN num,        gCN-Pt-X, sub surface Ni num,       gCN-Ni-Ni,  0.1491,  0.1512,  0.0162,  0.0994, -0.8840,  0.0159,  0.0952, -0.8691
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,           CN-Pt,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,           CN-Pt,  0.2477,  0.2425,  0.0000,  0.0290, -0.3782,  0.0000,  0.0285, -0.3695
     gen-CN num,           CN-Pt, sub surface Ni num,       gCN-Ni-Ni,  0.1431,  0.1454,  0.0142,  0.0974, -0.9415,  0.0140,  0.0924, -0.9270
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,  exp neg strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,  exp neg strain,  0.2565,  0.2511,  0.0000,  0.1449, -0.3646,  0.0000,  0.1438, -0.3556
     gen-CN num,  exp neg strain, sub surface Ni num,       gCN-Ni-Ni,  0.1147,  0.1151,  0.1956,  0.0082, -1.5127,  0.1941,  0.0072, -1.4988
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,          strain,  0.2696,  0.2643,  0.0207,  0.0000, -0.3360,  0.0210,  0.0000, -0.3269
     gen-CN num,          strain, sub surface Ni num,       gCN-Ni-Ni,  0.2696,  0.2652,  0.0000,  0.0660, -0.3193,  0.0000,  0.0619, -0.3079
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,  inverse strain,  0.2696,  0.2643,  0.0206,  0.0000, -0.3360,  0.0210,  0.0000, -0.3269
     gen-CN num,  inverse strain, sub surface Ni num,       gCN-Ni-Ni,  0.2696,  0.2652,  0.0000,  0.0660, -0.3193,  0.0000,  0.0619, -0.3079
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,       gCN-Pt-Ni,  0.2510,  0.2460,  0.0219,  0.0067, -0.3721,  0.0208,  0.0135, -0.3656
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,       gCN-Pt-Ni,  0.2530,  0.2478,  0.0043,  0.1115, -0.3746,  0.0049,  0.1090, -0.3677
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,       gCN-Ni-Pt,  0.2299,  0.2255,  0.0381,  0.0337, -0.5250,  0.0369,  0.0351, -0.5134
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,       gCN-Pt-Pt,  0.2484,  0.2432,  0.0174,  0.0199, -0.4006,  0.0166,  0.0209, -0.3932
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,       gCN-Pt-Pt,  0.2458,  0.2404,  0.0020,  0.0482, -0.3850,  0.0023,  0.0469, -0.3774
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,       gCN-Ni-Pt,  0.1616,  0.1627,  0.0160,  0.1084, -0.8259,  0.0157,  0.1056, -0.8099
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,        gCN-Ni-X,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,        gCN-Ni-X,  0.2622,  0.2569,  0.0114,  0.0210, -0.3683,  0.0126,  0.0180, -0.3622
     gen-CN num,        gCN-Ni-X, sub surface Ni num,       gCN-Ni-Pt,  0.2623,  0.2571,  0.0051,  0.0456, -0.3588,  0.0058,  0.0410, -0.3517
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,        gCN-Pt-X,  0.2492,  0.2439,  0.0176,  0.0137, -0.3961,  0.0167,  0.0147, -0.3893
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,        gCN-Pt-X,  0.2458,  0.2406,  0.0007,  0.0378, -0.3823,  0.0012,  0.0368, -0.3750
     gen-CN num,        gCN-Pt-X, sub surface Ni num,       gCN-Ni-Pt,  0.1376,  0.1384,  0.0161,  0.0933, -0.9059,  0.0159,  0.0918, -0.8940
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,           CN-Pt,  0.2501,  0.2449,  0.0188,  0.0080, -0.3891,  0.0178,  0.0092, -0.3829
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,           CN-Pt,  0.2476,  0.2424,  0.0018,  0.0277, -0.3827,  0.0023,  0.0268, -0.3753
     gen-CN num,           CN-Pt, sub surface Ni num,       gCN-Ni-Pt,  0.1330,  0.1334,  0.0141,  0.0902, -0.9586,  0.0139,  0.0886, -0.9482
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,  exp neg strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,  exp neg strain,  0.2560,  0.2506,  0.0044,  0.1249, -0.3750,  0.0049,  0.1214, -0.3674
     gen-CN num,  exp neg strain, sub surface Ni num,       gCN-Ni-Pt,  0.1143,  0.1145,  0.1941,  0.0102, -1.5068,  0.1921,  0.0108, -1.4910
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,          strain,  0.2645,  0.2587,  0.0187,  0.0000, -0.3781,  0.0188,  0.0000, -0.3706
     gen-CN num,          strain, sub surface Ni num,       gCN-Ni-Pt,  0.2633,  0.2583,  0.0000,  0.0699, -0.3413,  0.0000,  0.0684, -0.3314
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,  inverse strain,  0.2645,  0.2587,  0.0187,  0.0000, -0.3781,  0.0188,  0.0000, -0.3706
     gen-CN num,  inverse strain, sub surface Ni num,       gCN-Ni-Pt,  0.2633,  0.2583,  0.0000,  0.0699, -0.3413,  0.0000,  0.0684, -0.3314
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,       gCN-Pt-Pt,  0.2081,  0.2045,  0.0182,  0.0672, -0.5868,  0.0180,  0.0654, -0.5747
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,       gCN-Pt-Pt,  0.2227,  0.2180,  0.0325,  0.0303, -0.5229,  0.0314,  0.0306, -0.5121
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,       gCN-Pt-Ni,  0.1498,  0.1508,  0.0155,  0.1679, -0.8302,  0.0152,  0.1668, -0.8157
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,        gCN-Ni-X,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0221,  0.0005, -0.3605
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,        gCN-Ni-X,  0.2305,  0.2263,  0.0387,  0.0175, -0.5239,  0.0376,  0.0177, -0.5120
     gen-CN num,        gCN-Ni-X, sub surface Ni num,       gCN-Pt-Ni,  0.2534,  0.2483,  0.0009,  0.1211, -0.3659,  0.0012,  0.1191, -0.3582
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,        gCN-Pt-X,  0.2180,  0.2140,  0.0170,  0.0445, -0.5453,  0.0169,  0.0430, -0.5331
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,        gCN-Pt-X,  0.2247,  0.2200,  0.0321,  0.0216, -0.5180,  0.0309,  0.0220, -0.5069
     gen-CN num,        gCN-Pt-X, sub surface Ni num,       gCN-Pt-Ni,  0.1380,  0.1389,  0.0151,  0.1328, -0.8804,  0.0148,  0.1323, -0.8674
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,           CN-Pt,  0.2212,  0.2169,  0.0165,  0.0352, -0.5435,  0.0164,  0.0342, -0.5321
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,           CN-Pt,  0.2251,  0.2204,  0.0328,  0.0161, -0.5202,  0.0317,  0.0164, -0.5091
     gen-CN num,           CN-Pt, sub surface Ni num,       gCN-Pt-Ni,  0.1346,  0.1352,  0.0132,  0.1271, -0.9286,  0.0130,  0.1264, -0.9169
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,  exp neg strain,  0.2429,  0.2373,  0.0172,  0.1448, -0.4725,  0.0169,  0.1475, -0.4664
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,  exp neg strain,  0.2287,  0.2240,  0.0359,  0.0705, -0.5246,  0.0346,  0.0739, -0.5130
     gen-CN num,  exp neg strain, sub surface Ni num,       gCN-Pt-Ni,  0.1131,  0.1134,  0.1906,  0.0244, -1.4921,  0.1886,  0.0252, -1.4760
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,          strain,  0.2338,  0.2298,  0.0426,  0.0000, -0.5251,  0.0413,  0.0000, -0.5118
     gen-CN num,          strain, sub surface Ni num,       gCN-Pt-Ni,  0.2535,  0.2484,  0.0000,  0.1265, -0.3630,  0.0000,  0.1263, -0.3543
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,  inverse strain,  0.2338,  0.2298,  0.0426,  0.0000, -0.5251,  0.0413,  0.0000, -0.5119
     gen-CN num,  inverse strain, sub surface Ni num,       gCN-Pt-Ni,  0.2535,  0.2484,  0.0000,  0.1265, -0.3630,  0.0000,  0.1263, -0.3543
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,        gCN-Ni-X,  0.2487,  0.2434,  0.0156,  0.0160, -0.4001,  0.0146,  0.0170, -0.3930
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,        gCN-Ni-X,  0.1629,  0.1654,  0.0162,  0.0615, -0.8234,  0.0158,  0.0588, -0.8042
     gen-CN num,        gCN-Ni-X, sub surface Ni num,       gCN-Pt-Pt,  0.2457,  0.2405,  0.0014,  0.0480, -0.3847,  0.0014,  0.0470, -0.3764
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,        gCN-Pt-X,  0.1629,  0.1648,  0.0344,  0.0141, -0.7648,  0.0335,  0.0137, -0.7460
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,        gCN-Pt-X,  0.1563,  0.1571,  0.0142,  0.0427, -0.7959,  0.0139,  0.0417, -0.7797
     gen-CN num,        gCN-Pt-X, sub surface Ni num,       gCN-Pt-Pt,  0.1446,  0.1450,  0.0142,  0.0442, -0.8505,  0.0139,  0.0433, -0.8366
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,           CN-Pt,  0.1650,  0.1668,  0.0343,  0.0118, -0.7802,  0.0334,  0.0114, -0.7607
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,           CN-Pt,  0.1562,  0.1568,  0.0144,  0.0331, -0.8021,  0.0141,  0.0323, -0.7867
     gen-CN num,           CN-Pt, sub surface Ni num,       gCN-Pt-Pt,  0.1430,  0.1428,  0.0124,  0.0414, -0.8938,  0.0122,  0.0406, -0.8818
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,  exp neg strain,  0.1673,  0.1686,  0.0346,  0.1294, -0.9731,  0.0337,  0.1257, -0.9486
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,  exp neg strain,  0.1515,  0.1525,  0.0158,  0.2025, -0.8449,  0.0155,  0.1990, -0.8290
     gen-CN num,  exp neg strain, sub surface Ni num,       gCN-Pt-Pt,  0.1118,  0.1120,  0.1875,  0.0114, -1.4789,  0.1854,  0.0115, -1.4623
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,          strain,  0.2147,  0.2132,  0.0134,  0.0000, -0.6719,  0.0131,  0.0000, -0.6568
     gen-CN num,          strain, sub surface Ni num,       gCN-Pt-Pt,  0.2459,  0.2406,  0.0000,  0.0506, -0.3797,  0.0000,  0.0496, -0.3714
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,  inverse strain,  0.2147,  0.2132,  0.0134,  0.0000, -0.6719,  0.0131,  0.0000, -0.6568
     gen-CN num,  inverse strain, sub surface Ni num,       gCN-Pt-Pt,  0.2459,  0.2406,  0.0000,  0.0506, -0.3797,  0.0000,  0.0496, -0.3714
     gen-CN num, sub surface Ni num,        gCN-Ni-X,        gCN-Pt-X,  0.2497,  0.2445,  0.0168,  0.0093, -0.3919,  0.0158,  0.0103, -0.3853
     gen-CN num,        gCN-Ni-X, sub surface Ni num,        gCN-Pt-X,  0.2459,  0.2407,  0.0000,  0.0385, -0.3805,  0.0001,  0.0378, -0.3723
     gen-CN num,        gCN-Pt-X, sub surface Ni num,        gCN-Ni-X,  0.1382,  0.1403,  0.0163,  0.0531, -0.9055,  0.0160,  0.0513, -0.8915
     gen-CN num, sub surface Ni num,        gCN-Ni-X,           CN-Pt,  0.2506,  0.2454,  0.0190,  0.0045, -0.3831,  0.0177,  0.0055, -0.3770
     gen-CN num,        gCN-Ni-X, sub surface Ni num,           CN-Pt,  0.2477,  0.2425,  0.0006,  0.0283, -0.3801,  0.0007,  0.0277, -0.3717
     gen-CN num,           CN-Pt, sub surface Ni num,        gCN-Ni-X,  0.1330,  0.1351,  0.0142,  0.0516, -0.9600,  0.0141,  0.0496, -0.9469
     gen-CN num, sub surface Ni num,        gCN-Ni-X,  exp neg strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,        gCN-Ni-X, sub surface Ni num,  exp neg strain,  0.2564,  0.2511,  0.0012,  0.1357, -0.3679,  0.0013,  0.1337, -0.3593
     gen-CN num,  exp neg strain, sub surface Ni num,        gCN-Ni-X,  0.1144,  0.1148,  0.1946,  0.0052, -1.5086,  0.1929,  0.0051, -1.4938
     gen-CN num, sub surface Ni num,        gCN-Ni-X,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,        gCN-Ni-X, sub surface Ni num,          strain,  0.2647,  0.2590,  0.0115,  0.0000, -0.3702,  0.0117,  0.0000, -0.3624
     gen-CN num,          strain, sub surface Ni num,        gCN-Ni-X,  0.2651,  0.2605,  0.0000,  0.0377, -0.3344,  0.0000,  0.0361, -0.3233
     gen-CN num, sub surface Ni num,        gCN-Ni-X,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,        gCN-Ni-X, sub surface Ni num,  inverse strain,  0.2647,  0.2590,  0.0115,  0.0000, -0.3702,  0.0117,  0.0000, -0.3624
     gen-CN num,  inverse strain, sub surface Ni num,        gCN-Ni-X,  0.2651,  0.2605,  0.0000,  0.0377, -0.3344,  0.0000,  0.0361, -0.3233
     gen-CN num, sub surface Ni num,        gCN-Pt-X,           CN-Pt,  0.1500,  0.1515,  0.0323,  0.0118, -0.8384,  0.0316,  0.0115, -0.8222
     gen-CN num,        gCN-Pt-X, sub surface Ni num,           CN-Pt,  0.1390,  0.1395,  0.0146,  0.0274, -0.8688,  0.0143,  0.0269, -0.8557
     gen-CN num,           CN-Pt, sub surface Ni num,        gCN-Pt-X,  0.1383,  0.1384,  0.0125,  0.0332, -0.9053,  0.0124,  0.0325, -0.8931
     gen-CN num, sub surface Ni num,        gCN-Pt-X,  exp neg strain,  0.1410,  0.1417,  0.0307,  0.1446, -1.1467,  0.0302,  0.1422, -1.1284
     gen-CN num,        gCN-Pt-X, sub surface Ni num,  exp neg strain,  0.1324,  0.1331,  0.0156,  0.1696, -0.9097,  0.0154,  0.1677, -0.8968
     gen-CN num,  exp neg strain, sub surface Ni num,        gCN-Pt-X,  0.1119,  0.1122,  0.1877,  0.0085, -1.4797,  0.1856,  0.0086, -1.4632
     gen-CN num, sub surface Ni num,        gCN-Pt-X,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,        gCN-Pt-X, sub surface Ni num,          strain,  0.1854,  0.1846,  0.0148,  0.0000, -0.7958,  0.0146,  0.0000, -0.7825
     gen-CN num,          strain, sub surface Ni num,        gCN-Pt-X,  0.2459,  0.2407,  0.0000,  0.0385, -0.3805,  0.0000,  0.0379, -0.3720
     gen-CN num, sub surface Ni num,        gCN-Pt-X,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,        gCN-Pt-X, sub surface Ni num,  inverse strain,  0.1854,  0.1846,  0.0148,  0.0000, -0.7958,  0.0146,  0.0000, -0.7825
     gen-CN num,  inverse strain, sub surface Ni num,        gCN-Pt-X,  0.2459,  0.2407,  0.0000,  0.0385, -0.3805,  0.0000,  0.0379, -0.3720
     gen-CN num, sub surface Ni num,           CN-Pt,  exp neg strain,  0.1499,  0.1492,  0.0300,  0.1238, -1.2077,  0.0294,  0.1223, -1.1921
     gen-CN num,           CN-Pt, sub surface Ni num,  exp neg strain,  0.1305,  0.1308,  0.0136,  0.1605, -0.9545,  0.0134,  0.1584, -0.9429
     gen-CN num,  exp neg strain, sub surface Ni num,           CN-Pt,  0.1116,  0.1118,  0.1878,  0.0068, -1.4809,  0.1857,  0.0069, -1.4643
     gen-CN num, sub surface Ni num,           CN-Pt,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,           CN-Pt, sub surface Ni num,          strain,  0.1794,  0.1782,  0.0132,  0.0000, -0.8548,  0.0130,  0.0000, -0.8435
     gen-CN num,          strain, sub surface Ni num,           CN-Pt,  0.2477,  0.2425,  0.0000,  0.0290, -0.3782,  0.0000,  0.0285, -0.3695
     gen-CN num, sub surface Ni num,           CN-Pt,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,           CN-Pt, sub surface Ni num,  inverse strain,  0.1794,  0.1782,  0.0132,  0.0000, -0.8548,  0.0130,  0.0000, -0.8435
     gen-CN num,  inverse strain, sub surface Ni num,           CN-Pt,  0.2477,  0.2425,  0.0000,  0.0290, -0.3782,  0.0000,  0.0285, -0.3695
     gen-CN num, sub surface Ni num,  exp neg strain,          strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,  exp neg strain, sub surface Ni num,          strain,  0.1146,  0.1151,  0.1988,  0.3600, -1.5285,  0.1968,  0.3016, -1.5124
     gen-CN num,          strain, sub surface Ni num,  exp neg strain,  0.2565,  0.2511,  0.0000,  0.1449, -0.3646,  0.0000,  0.1438, -0.3556
     gen-CN num, sub surface Ni num,  exp neg strain,  inverse strain,  0.2511,  0.2462,  0.0226,  0.0000, -0.3696,  0.0222,  0.0000, -0.3603
     gen-CN num,  exp neg strain, sub surface Ni num,  inverse strain,  0.1150,  0.1153,  0.1975,  0.0000, -1.5206,  0.1957,  0.0000, -1.5056
     gen-CN num,  inverse strain, sub surface Ni num,  exp neg strain,  0.2565,  0.2511,  0.0000,  0.1449, -0.3646,  0.0000,  0.1438, -0.3556
     gen-CN num, sub surface Ni num,          strain,  inverse strain,  0.2511,  0.2462,  0.0226,  0.9912, -1.3608,  0.0222,  0.9913, -1.3515
     gen-CN num,          strain, sub surface Ni num,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num,  inverse strain, sub surface Ni num,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num,             BOO,  Pt bond length,    surface curv,  0.1711,  0.1724,  0.1657,  0.0000, -1.2703,  0.1612,  0.0007, -1.2399
     gen-CN num,  Pt bond length,             BOO,    surface curv,  0.1479,  0.1477,  0.0680,  0.0000, -1.4684,  0.0676,  0.1939, -1.4619
     gen-CN num,    surface curv,             BOO,  Pt bond length,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     gen-CN num,             BOO,  Pt bond length,      chemSROP11,  0.1707,  0.1722,  0.1658,  0.0288, -1.2709,  0.1612,  0.0229, -1.2396
