mean CN of NN Ni,       gCN-Ni-Pt,      gen-CN num,  0.1245,  0.1259,  0.0291,  0.3065,  0.1910,  4.9394, -1.7916,  0.0269,  0.2783,  0.1888,  5.2757, -1.7498
     gen-CN num, mean CN of NN Ni,       gCN-Pt-Ni,  0.1296,  0.1299,  0.1933,  0.9246,  0.0273, -0.0002, -2.4522,  0.1913,  0.9250,  0.0251, -0.0006, -2.4376
     gen-CN num,       gCN-Pt-Ni, mean CN of NN Ni,  0.1293,  0.1297,  0.1929,  0.0082,  0.0003, -1.1148, -1.5270,  0.1910,  0.0120,  0.0006, -0.8843, -1.5182
mean CN of NN Ni,       gCN-Pt-Ni,      gen-CN num,  0.1297,  0.1300,  0.0019,  0.0475,  0.1969,  8.3243, -1.5419,  0.0022,  0.0505,  0.1948,  9.4924, -1.5273
     gen-CN num, mean CN of NN Ni,       gCN-Pt-Pt,  0.1293,  0.1296,  0.2100,  0.0410, -0.0160,  1.2965, -1.5533,  0.2087,  0.0376, -0.0168,  2.2879, -1.5370
     gen-CN num,       gCN-Pt-Pt, mean CN of NN Ni,  0.1300,  0.1302,  0.1991,  2.0544,  0.0006,  0.0017, -3.5831,  0.1985,  2.0182,  0.0005,  0.0027, -3.5314
mean CN of NN Ni,       gCN-Pt-Pt,      gen-CN num,  0.1300,  0.1302,  0.0006,  1.0493,  0.1990,  0.0032, -2.5780,  0.0005,  1.3584,  0.1985,  0.0040, -2.8715
     gen-CN num, mean CN of NN Ni,        gCN-Ni-X,  0.1259,  0.1272,  0.1943,  0.0000, -0.0073, -0.6683, -1.5284,  0.1924,  0.0000, -0.0026, -0.6740, -1.5150
     gen-CN num,        gCN-Ni-X, mean CN of NN Ni,  0.1300,  0.1303,  0.1965,  0.7554,  0.0017,  0.0033, -2.2869,  0.1941,  0.8699,  0.0015, -0.0006, -2.3855
mean CN of NN Ni,        gCN-Ni-X,      gen-CN num,  0.1246,  0.1260,  0.0297,  0.3116,  0.1905,  4.1789, -1.7936,  0.0272,  0.2809,  0.1885,  4.5004, -1.7508
     gen-CN num, mean CN of NN Ni,        gCN-Pt-X,  0.1298,  0.1301,  0.2074,  0.0259, -0.0109,  1.6087, -1.5442,  0.2073,  0.0242, -0.0130,  11.9077, -1.5294
     gen-CN num,        gCN-Pt-X, mean CN of NN Ni,  0.1300,  0.1303,  0.1941,  2.7048,  0.0017, -0.0009, -4.2363,  0.1946,  2.2650,  0.0015,  0.0002, -3.7805
mean CN of NN Ni,        gCN-Pt-X,      gen-CN num,  0.1300,  0.1303,  0.0017,  0.9706,  0.1941, -0.0024, -2.5020,  0.0015,  0.9596,  0.1946,  0.0006, -2.4752
     gen-CN num, mean CN of NN Ni,           CN-Pt,  0.1247,  0.1260,  0.1800,  0.0000,  0.0130, -0.6556, -1.5329,  0.1786,  0.0000,  0.0117, -0.7414, -1.5120
     gen-CN num,           CN-Pt, mean CN of NN Ni,  0.1285,  0.1290,  0.1770,  0.6445,  0.0049, -0.0263, -2.2003,  0.1752,  0.6712,  0.0050, -0.0246, -2.2104
mean CN of NN Ni,           CN-Pt,      gen-CN num,  0.1284,  0.1288,  0.0053,  0.0551,  0.1756, -0.1483, -1.5778,  0.0056,  0.0258,  0.1732, -0.2094, -1.5203
     gen-CN num, mean CN of NN Ni,  exp neg strain,  0.1157,  0.1157,  0.1983,  0.6293,  1.0400,  0.0006, -3.1946,  0.1958,  0.7808,  1.0717,  0.0001, -3.3594
     gen-CN num,  exp neg strain, mean CN of NN Ni,  0.1151,  0.1146,  0.1993,  0.1282, -0.0004, -1.5889, -2.1624,  0.1977,  0.0399, -0.0001, -2.3678, -1.9504
mean CN of NN Ni,  exp neg strain,      gen-CN num,  0.1300,  0.1303,  0.0013,  1.0037,  0.1963,  26.9548, -1.5305,  0.0016,  0.9980,  0.1941,  27.0142, -1.5157
     gen-CN num, mean CN of NN Ni,          strain,  0.1164,  0.1165,  0.1976,  0.7152, -2.0441,  0.0004, -2.2353,  0.1950,  0.9612, -2.0962, -0.0000, -2.4626
     gen-CN num,          strain, mean CN of NN Ni,  0.1150,  0.1145,  0.1995,  0.3391, -0.0004,  5.8870, -1.8750,  0.1979,  0.2656, -0.0002,  7.6316, -1.7902
mean CN of NN Ni,          strain,      gen-CN num,  0.1150,  0.1145,  0.0000,  0.3365,  0.1992,  5.9010, -1.8731,  0.0000,  0.2647,  0.1977,  7.6360, -1.7895
     gen-CN num, mean CN of NN Ni,  inverse strain,  0.1290,  0.1275,  0.1956,  0.0000, -0.0000, -0.6346, -1.5269,  0.1902,  0.0000, -0.0000, -0.6046, -1.5026
     gen-CN num, rms CN of NN Ni, sub surface Ni num,  0.1245,  0.1254,  0.1881,  0.0525,  0.0601,  0.7493, -1.5204,  0.1864,  0.0458,  0.0578,  1.0632, -1.5034
     gen-CN num, sub surface Ni num, rms CN of NN Ni,  0.1254,  0.1260,  0.1886,  2.8430, -0.0041, -0.0208, -4.3209,  0.1868,  2.4627, -0.0036, -0.0230, -3.9288
rms CN of NN Ni, sub surface Ni num,      gen-CN num,  0.1300,  0.1303,  0.0012,  0.0000,  0.1963,  17.4659, -1.5305,  0.0015,  0.0000,  0.1941,  8.5411, -1.5158
     gen-CN num, rms CN of NN Ni,             BOO,  0.1269,  0.1263,  0.2007,  0.2645, -0.3560, -0.0006, -1.4808,  0.1994,  0.7447, -0.3993, -0.0006, -1.9110
     gen-CN num,             BOO, rms CN of NN Ni,  0.1267,  0.1260,  0.2006,  1.4245,  0.0002,  2.9885, -1.6395,  0.1993,  1.7292,  0.0005,  3.1101, -1.6383
rms CN of NN Ni,             BOO,      gen-CN num,  0.1267,  0.1260,  0.0002,  1.4241,  0.2006,  2.9878, -1.6396,  0.0005,  1.7280,  0.1993,  3.1086, -1.6384
     gen-CN num, rms CN of NN Ni,  Pt bond length,  0.1159,  0.1165,  0.1986,  0.0224, -0.7566,  7.1181,  0.5452,  0.1951,  0.9592, -0.7626,  0.0000, -0.3633
     gen-CN num,  Pt bond length, rms CN of NN Ni,  0.1659,  0.1611,  0.2821,  1.1507, -0.0070,  0.3877, -2.3879,  0.2772,  1.1667, -0.0043,  0.3133, -2.4782
rms CN of NN Ni,  Pt bond length,      gen-CN num,  0.1370,  0.1393,  0.0121,  1.1538,  0.1832,  0.3454, -1.9595,  0.0130,  1.1583,  0.1717,  0.3675, -1.8687
     gen-CN num, rms CN of NN Ni,    surface curv,  0.1259,  0.1271,  0.1949,  0.0000,  0.2149, -0.8881, -1.5369,  0.1941,  0.0000,  0.4496, -0.6616, -1.5351
     gen-CN num,    surface curv, rms CN of NN Ni,  0.1298,  0.1297,  0.1981,  0.0105,  0.0011, -26.9332, -1.5585,  0.1965,  0.0163,  0.0014, -25.0574, -1.5559
rms CN of NN Ni,    surface curv,      gen-CN num,  0.1298,  0.1297,  0.0011,  0.0107,  0.1981, -26.6473, -1.5587,  0.0014,  0.0165,  0.1965, -24.8986, -1.5562
     gen-CN num, rms CN of NN Ni,      chemSROP11,  0.1261,  0.1273,  0.1945,  0.0000,  0.0364, -0.7737, -1.5320,  0.1925,  0.0000,  0.0317, -0.6841, -1.5148
     gen-CN num,      chemSROP11, rms CN of NN Ni,  0.1299,  0.1299,  0.1964,  0.0272,  0.0011, -1.4697, -1.5582,  0.1942,  0.0087,  0.0013, -3.8783, -1.5251
rms CN of NN Ni,      chemSROP11,      gen-CN num,  0.1299,  0.1299,  0.0011,  0.0272,  0.1964, -1.4696, -1.5582,  0.0013,  0.0087,  0.1942, -3.8768, -1.5251
     gen-CN num, rms CN of NN Ni,      chemSROP12,  0.1259,  0.1274,  0.1939,  0.0000, -0.0205, -0.9630, -1.5269,  0.1925,  0.0000,  0.0093, -0.6213, -1.5195
     gen-CN num,      chemSROP12, rms CN of NN Ni,  0.1300,  0.1303,  0.1964,  0.9366,  0.0011,  0.0209, -2.4663,  0.1941,  1.0611,  0.0016, -0.0101, -2.5772
rms CN of NN Ni,      chemSROP12,      gen-CN num,  0.1300,  0.1303,  0.0012,  0.7601,  0.1963,  0.0257, -2.2898,  0.0016,  0.8112,  0.1941, -0.0132, -2.3273
     gen-CN num, rms CN of NN Ni,      chemSROP22,  0.1262,  0.1272,  0.1943,  0.0000, -0.0142, -0.7653, -1.5305,  0.1923,  0.0000, -0.0024, -0.7264, -1.5147
     gen-CN num,      chemSROP22, rms CN of NN Ni,  0.1299,  0.1303,  0.1964,  1.3700,  0.0011,  0.0115, -2.8991,  0.1941,  1.0555,  0.0015,  0.0030, -2.5710
rms CN of NN Ni,      chemSROP22,      gen-CN num,  0.1299,  0.1303,  0.0012,  0.9550,  0.1963,  0.0162, -2.4842,  0.0015,  0.8861,  0.1941,  0.0036, -2.4016
     gen-CN num, rms CN of NN Ni,       gCN-Ni-Ni,  0.1299,  0.1299,  0.1959,  0.9105,  0.0138, -0.0006, -2.4386,  0.1945,  0.0173,  0.0280,  180.8432, -1.5238
     gen-CN num,       gCN-Ni-Ni, rms CN of NN Ni,  0.1299,  0.1301,  0.1959,  1.1426,  0.0005, -0.0118, -2.6705,  0.1937,  1.6035,  0.0007, -0.0101, -3.1167
rms CN of NN Ni,       gCN-Ni-Ni,      gen-CN num,  0.1296,  0.1300,  0.0051,  0.0444,  0.1957,  212.2827, -1.5701,  0.0049,  0.0397,  0.1937,  170.9081, -1.5521
     gen-CN num, rms CN of NN Ni,       gCN-Ni-Pt,  0.1258,  0.1268,  0.1951,  0.0002, -0.0225, -0.5167, -1.5295,  0.1921,  0.0000, -0.0095, -0.7375, -1.5112
     gen-CN num,       gCN-Ni-Pt, rms CN of NN Ni,  0.1245,  0.1258,  0.1911,  0.3188,  0.0300,  4.7344, -1.8043,  0.1889,  0.2884,  0.0276,  5.0481, -1.7602
rms CN of NN Ni,       gCN-Ni-Pt,      gen-CN num,  0.1245,  0.1258,  0.0300,  0.3187,  0.1911,  4.7432, -1.8041,  0.0276,  0.2882,  0.1889,  5.0672, -1.7600
     gen-CN num, rms CN of NN Ni,       gCN-Pt-Ni,  0.1296,  0.1299,  0.1933,  0.7829,  0.0277, -0.0001, -2.3103,  0.1913,  0.9255,  0.0254, -0.0005, -2.4381
     gen-CN num,       gCN-Pt-Ni, rms CN of NN Ni,  0.1293,  0.1298,  0.1929,  0.0084,  0.0002, -1.1033, -1.5272,  0.1910,  0.0125,  0.0006, -0.8723, -1.5186
rms CN of NN Ni,       gCN-Pt-Ni,      gen-CN num,  0.1297,  0.1298,  0.0019,  0.0471,  0.1970,  8.4394, -1.5417,  0.0006,  0.0124,  0.1910, -0.8758, -1.5185
     gen-CN num, rms CN of NN Ni,       gCN-Pt-Pt,  0.1293,  0.1296,  0.2120,  0.0402, -0.0168,  1.4918, -1.5618,  0.2087,  0.0376, -0.0168,  1.6794, -1.5370
     gen-CN num,       gCN-Pt-Pt, rms CN of NN Ni,  0.1300,  0.1302,  0.1994,  2.0258,  0.0005,  0.0018, -3.5543,  0.1988,  2.1090,  0.0004,  0.0027, -3.6220
rms CN of NN Ni,       gCN-Pt-Pt,      gen-CN num,  0.1300,  0.1302,  0.0005,  1.0899,  0.1993,  0.0034, -2.6184,  0.0004,  1.1375,  0.1987,  0.0050, -2.6504
     gen-CN num, rms CN of NN Ni,        gCN-Ni-X,  0.1262,  0.1274,  0.1946,  0.0000, -0.0058, -0.6405, -1.5264,  0.1928,  0.0000, -0.0001, -0.6621, -1.5144
     gen-CN num,        gCN-Ni-X, rms CN of NN Ni,  0.1300,  0.1303,  0.1965,  0.7874,  0.0016,  0.0028, -2.3188,  0.1941,  0.8683,  0.0014, -0.0008, -2.3838
rms CN of NN Ni,        gCN-Ni-X,      gen-CN num,  0.1246,  0.1259,  0.0308,  0.3258,  0.1905,  3.9921, -1.8078,  0.0281,  0.2921,  0.1886,  4.3084, -1.7620
     gen-CN num, rms CN of NN Ni,        gCN-Pt-X,  0.1298,  0.1301,  0.2073,  0.0256, -0.0108,  7.5430, -1.5441,  0.2073,  0.0242, -0.0130,  4.1749, -1.5294
     gen-CN num,        gCN-Pt-X, rms CN of NN Ni,  0.1300,  0.1303,  0.1943,  2.4898,  0.0016, -0.0009, -4.0212,  0.1948,  2.5247,  0.0014,  0.0003, -4.0402
rms CN of NN Ni,        gCN-Pt-X,      gen-CN num,  0.1300,  0.1303,  0.0016,  0.9682,  0.1943, -0.0022, -2.4995,  0.0014,  0.9605,  0.1948,  0.0008, -2.4760
     gen-CN num, rms CN of NN Ni,           CN-Pt,  0.1247,  0.1259,  0.1797,  0.0000,  0.0133, -0.6420, -1.5339,  0.1782,  0.0000,  0.0122, -0.7005, -1.5138
     gen-CN num,           CN-Pt, rms CN of NN Ni,  0.1285,  0.1290,  0.1768,  0.5765,  0.0049, -0.0291, -2.1317,  0.1751,  0.7508,  0.0050, -0.0225, -2.2911
rms CN of NN Ni,           CN-Pt,      gen-CN num,  0.1285,  0.1288,  0.0053,  0.0571,  0.1755, -0.1462, -1.5804,  0.0056,  0.0267,  0.1730, -0.2071, -1.5217
     gen-CN num, rms CN of NN Ni,  exp neg strain,  0.1151,  0.1157,  0.1992,  0.0236,  1.0591,  1.5348, -2.6009,  0.1958,  0.9324,  1.0722,  0.0001, -3.5115
     gen-CN num,  exp neg strain, rms CN of NN Ni,  0.1151,  0.1146,  0.1994,  0.1284, -0.0005, -1.5887, -2.1628,  0.1978,  0.0361, -0.0003, -2.4399, -1.9374
rms CN of NN Ni,  exp neg strain,      gen-CN num,  0.1300,  0.1149,  0.0012,  0.9962,  0.1963,  31.9092, -1.5305,  0.0000,  0.2449,  0.1974, -1.2419, -2.3683
     gen-CN num, rms CN of NN Ni,          strain,  0.1164,  0.1165,  0.1977,  0.7958, -2.0452,  0.0004, -2.3158,  0.1951,  0.9645, -2.0972,  0.0000, -2.4658
     gen-CN num,          strain, rms CN of NN Ni,  0.1150,  0.1145,  0.1996,  0.3380, -0.0005,  5.9075, -1.8739,  0.1980,  0.2657, -0.0003,  7.6318, -1.7903
rms CN of NN Ni,          strain,      gen-CN num,  0.1150,  0.1145,  0.0000,  0.3366,  0.1992,  5.9006, -1.8731,  0.0000,  0.2647,  0.1977,  7.6364, -1.7895
     gen-CN num, rms CN of NN Ni,  inverse strain,  0.1281,  0.1296,  0.1956,  0.0000, -0.0000, -0.6904, -1.5268,  0.1933,  0.0000, -0.0000, -0.5928, -1.5112
     gen-CN num, sub surface Ni num,             BOO,  0.1236,  0.1231,  0.1928,  0.1108, -0.3227, -0.2637, -1.3265,  0.1916,  0.2045, -0.3763, -0.1617, -1.3600
     gen-CN num,             BOO, sub surface Ni num,  0.1235,  0.1228,  0.1926,  1.8424,  0.0399,  3.6851, -1.5802,  0.1914,  1.9089,  0.0400,  3.4083, -1.5908
sub surface Ni num,             BOO,      gen-CN num,  0.1235,  0.1228,  0.0399,  1.8376,  0.1926,  3.6803, -1.5803,  0.0400,  1.9163,  0.1914,  3.4161, -1.5905
     gen-CN num, sub surface Ni num,  Pt bond length,  0.1141,  0.1141,  0.1912,  0.0554, -0.6992, -0.3714,  0.3704,  0.1886,  0.1122, -0.7223, -0.2242,  0.3971
     gen-CN num,  Pt bond length, sub surface Ni num,  0.1982,  0.1738,  0.3179,  1.3006, -0.0303,  0.4825, -2.5763,  0.2949,  1.5788, -0.0188,  0.3903, -2.6683
sub surface Ni num,  Pt bond length,      gen-CN num,  0.1301,  0.1406,  0.1031,  1.1817,  0.1693,  0.3893, -1.8061,  0.1269,  1.1831,  0.1460,  0.3346, -1.7231
     gen-CN num, sub surface Ni num,    surface curv,  0.1263,  0.1266,  0.1894,  0.1247,  0.1103, -0.2566, -1.6256,  0.1884,  0.1817,  0.3428, -0.1877, -1.6771
     gen-CN num,    surface curv, sub surface Ni num,  0.1263,  0.1264,  0.1902,  0.0066,  0.0425, -30.5407, -1.5175,  0.1887,  0.0108,  0.0421, -28.6439, -1.5124
sub surface Ni num,    surface curv,      gen-CN num,  0.1263,  0.1264,  0.0425,  0.0065,  0.1902, -30.6004, -1.5175,  0.0421,  0.0109,  0.1887, -28.5460, -1.5126
     gen-CN num, sub surface Ni num,      chemSROP11,  0.1263,  0.1267,  0.1890,  0.1277,  0.0228, -0.2512, -1.6242,  0.1869,  0.1930,  0.0214, -0.1801, -1.6741
     gen-CN num,      chemSROP11, sub surface Ni num,  0.1264,  0.1266,  0.1889,  0.6454,  0.0426, -0.0366, -2.1427,  0.1869,  0.0045,  0.0421, -4.5249, -1.4874
sub surface Ni num,      chemSROP11,      gen-CN num,  0.1264,  0.1266,  0.0426,  0.8349,  0.1889, -0.0284, -2.3322,  0.0421,  0.0044,  0.1869, -4.5501, -1.4873
     gen-CN num, sub surface Ni num,      chemSROP12,  0.1263,  0.1267,  0.1889,  0.1275,  0.0007, -0.2532, -1.6239,  0.1868,  0.2000,  0.0263, -0.1775, -1.6815
     gen-CN num,      chemSROP12, sub surface Ni num,  0.1264,  0.1268,  0.1888,  0.8756,  0.0430, -0.0015, -2.3728,  0.1867,  0.9529,  0.0433, -0.0279, -2.4349
sub surface Ni num,      chemSROP12,      gen-CN num,  0.1264,  0.1268,  0.0430,  0.9726,  0.1888, -0.0013, -2.4698,  0.0433,  0.9819,  0.1867, -0.0271, -2.4639
     gen-CN num, sub surface Ni num,      chemSROP22,  0.1263,  0.1268,  0.1889,  0.1257, -0.0042, -0.2548, -1.6220,  0.1868,  0.1969,  0.0059, -0.1791, -1.6783
     gen-CN num,      chemSROP22, sub surface Ni num,  0.1264,  0.1268,  0.1888,  1.0553,  0.0428,  0.0039, -2.5524,  0.1868,  1.0558,  0.0431, -0.0056, -2.5376
sub surface Ni num,      chemSROP22,      gen-CN num,  0.1264,  0.1268,  0.0428,  0.9989,  0.1888,  0.0041, -2.4960,  0.0431,  1.0010,  0.1868, -0.0059, -2.4829
     gen-CN num, sub surface Ni num,       gCN-Ni-Ni,  0.1250,  0.1257,  0.1878,  0.1734, -0.0504, -0.2804, -1.6571,  0.1857,  0.2445, -0.0464, -0.2090, -1.7135
     gen-CN num,       gCN-Ni-Ni, sub surface Ni num,  0.1252,  0.1259,  0.1875,  0.1350,  0.0681,  0.5860, -1.6166,  0.1856,  1.2930,  0.0633,  0.0345, -2.7635
sub surface Ni num,       gCN-Ni-Ni,      gen-CN num,  0.1252,  0.1259,  0.0681,  0.1347,  0.1875,  0.5890, -1.6163,  0.0633,  1.0469,  0.1856,  0.0429, -2.5173
     gen-CN num, sub surface Ni num,       gCN-Ni-Pt,  0.1231,  0.1244,  0.1888,  2.7030, -0.0570, -0.0283, -4.1770,  0.1868,  2.4905, -0.0489, -0.0287, -3.9521
     gen-CN num,       gCN-Ni-Pt, sub surface Ni num,  0.1231,  0.1244,  0.1888,  1.5223,  0.0790,  0.0390, -2.9958,  0.1867,  1.9611,  0.0738,  0.0257, -3.4225
sub surface Ni num,       gCN-Ni-Pt,      gen-CN num,  0.1231,  0.1244,  0.0790,  1.3439,  0.1888,  0.0444, -2.8174,  0.0738,  1.7796,  0.1867,  0.0284, -3.2409
     gen-CN num, sub surface Ni num,       gCN-Pt-Ni,  0.1263,  0.1267,  0.1880,  0.1040,  0.0084, -0.2868, -1.6011,  0.1858,  0.1555,  0.0095, -0.2087, -1.6371
     gen-CN num,       gCN-Pt-Ni, sub surface Ni num,  0.1264,  0.1268,  0.1881,  0.8853,  0.0417, -0.0074, -2.3831,  0.1859,  0.8957,  0.0413, -0.0090, -2.3778
sub surface Ni num,       gCN-Pt-Ni,      gen-CN num,  0.1264,  0.1268,  0.0417,  0.7204,  0.1881, -0.0092, -2.2181,  0.0413,  0.7232,  0.1859, -0.0112, -2.2053
     gen-CN num, sub surface Ni num,       gCN-Pt-Pt,  0.1246,  0.1256,  0.1682,  0.6212,  0.0224, -0.1037, -2.1013,  0.1697,  0.7069,  0.0187, -0.0860, -2.1748
     gen-CN num,       gCN-Pt-Pt, sub surface Ni num,  0.1246,  0.1256,  0.1680,  3.6240,  0.0724, -0.0061, -5.1033,  0.1695,  3.1175,  0.0671, -0.0059, -4.5848
sub surface Ni num,       gCN-Pt-Pt,      gen-CN num,  0.1246,  0.1256,  0.0724,  3.9031,  0.1680, -0.0057, -5.3825,  0.0671,  2.7769,  0.1695, -0.0066, -4.2440
     gen-CN num, sub surface Ni num,        gCN-Ni-X,  0.1231,  0.1244,  0.1880,  0.5631, -0.0380, -0.1306, -2.0351,  0.1860,  0.6978, -0.0338, -0.1024, -2.1566
     gen-CN num,        gCN-Ni-X, sub surface Ni num,  0.1232,  0.1244,  0.1879,  1.2219,  0.0852,  0.0330, -2.6937,  0.1858,  4.3741,  0.0801,  0.0078, -5.8332
sub surface Ni num,        gCN-Ni-X,      gen-CN num,  0.1232,  0.1244,  0.0852,  1.2480,  0.1879,  0.0322, -2.7198,  0.0801,  3.9442,  0.1858,  0.0087, -5.4033
     gen-CN num, sub surface Ni num,        gCN-Pt-X,  0.1231,  0.1244,  0.1500,  0.5650,  0.0380, -0.1302, -2.0370,  0.1522,  0.6992,  0.0338, -0.1022, -2.1580
     gen-CN num,        gCN-Pt-X, sub surface Ni num,  0.1232,  0.1243,  0.1487,  0.7598,  0.0866, -0.0417, -2.2140,  0.1505,  0.4049,  0.0821, -0.0629, -1.8397
sub surface Ni num,        gCN-Pt-X,      gen-CN num,  0.1231,  0.1243,  0.0869,  0.4112,  0.1485, -0.0676, -1.8551,  0.0823,  0.2332,  0.1505, -0.0935, -1.6581
     gen-CN num, sub surface Ni num,           CN-Pt,  0.1204,  0.1217,  0.1496,  0.5164,  0.0373, -0.1425, -2.0351,  0.1497,  0.6897,  0.0353, -0.1073, -2.1919
     gen-CN num,           CN-Pt, sub surface Ni num,  0.1200,  0.1212,  0.1463,  0.1082,  0.0911, -0.1450, -1.5456,  0.1465,  0.0697,  0.0884, -0.1749, -1.4832
sub surface Ni num,           CN-Pt,      gen-CN num,  0.1200,  0.1212,  0.0910,  0.0975,  0.1463, -0.1527, -1.5317,  0.0884,  0.0699,  0.1465, -0.1747, -1.4834
     gen-CN num, sub surface Ni num,  exp neg strain,  0.1134,  0.1133,  0.1919,  0.0555,  0.9780, -0.3669, -2.5358,  0.1893,  0.1114,  1.0156, -0.2232, -2.6096
     gen-CN num,  exp neg strain, sub surface Ni num,  0.1130,  0.1124,  0.1928,  0.1068,  0.0310, -1.6614, -2.0748,  0.1911,  0.0285,  0.0319, -2.5659, -1.8703
sub surface Ni num,  exp neg strain,      gen-CN num,  0.1130,  0.1124,  0.0310,  0.1068,  0.1928, -1.6613, -2.0748,  0.0319,  0.0285,  0.1911, -2.5657, -1.8703
     gen-CN num, sub surface Ni num,          strain,  0.1141,  0.1141,  0.1912,  0.0562, -1.9226, -0.3678, -1.5530,  0.1886,  0.1146, -1.9862, -0.2205, -1.5915
     gen-CN num,          strain, sub surface Ni num,  0.1129,  0.1123,  0.1930,  0.3093,  0.0309,  6.0436, -1.8233,  0.1912,  0.2411,  0.0319,  7.9142, -1.7421
sub surface Ni num,          strain,      gen-CN num,  0.1129,  0.1123,  0.0309,  0.3092,  0.1930,  6.0450, -1.8232,  0.0319,  0.2407,  0.1912,  7.9251, -1.7418
     gen-CN num, sub surface Ni num,  inverse strain,  0.1263,  0.1268,  0.1889,  0.1272, -0.0000, -0.2537, -1.6236,  0.1869,  0.1932, -0.0000, -0.1809, -1.6743
     gen-CN num,             BOO,  Pt bond length,  0.1135,  0.1134,  0.2003,  2.5633, -0.7206,  4.4272,  0.3991,  0.1985,  1.1042, -0.7181,  2.6220,  0.3546
     gen-CN num,  Pt bond length,             BOO,  0.1486,  0.1623,  0.2664,  1.2515, -0.5145,  0.4276, -1.8376,  0.2883,  1.3218, -0.6170,  0.3993, -1.9545
            BOO,  Pt bond length,      gen-CN num,  0.1490,  0.1524,  0.6925,  1.2757,  0.1753,  0.3460, -2.5216,  0.7878,  1.6722,  0.1816,  0.3971, -2.7244
     gen-CN num,             BOO,    surface curv,  0.1267,  0.1259,  0.2013,  1.4166,  0.1308,  2.9719, -1.6452,  0.2013,  1.7623,  0.3859,  3.1482, -1.6517
     gen-CN num,    surface curv,             BOO,  0.1268,  0.1260,  0.2020,  0.0073, -0.3515, -27.7706, -1.2400,  0.2015,  0.0143, -0.3926, -23.4691, -1.2052
            BOO,    surface curv,      gen-CN num,  0.1299,  0.1299,  0.0000,  0.0113,  0.1991, -26.5738, -1.5585,  0.0000,  0.0172,  0.1978, -24.7865, -1.5563
     gen-CN num,             BOO,      chemSROP11,  0.1267,  0.1260,  0.2007,  1.3960,  0.0293,  2.9474, -1.6405,  0.1997,  1.6994,  0.0280,  3.0584, -1.6406
     gen-CN num,      chemSROP11,             BOO,  0.1268,  0.1261,  0.2008,  0.7519, -0.3549, -0.0398, -1.9687,  0.1997,  0.0063, -0.3956, -4.0090, -1.1761
            BOO,      chemSROP11,      gen-CN num,  0.1300,  0.1301,  0.0000,  0.0225,  0.1974, -1.7817, -1.5519,  0.0000,  0.0099,  0.1954, -3.7967, -1.5249
     gen-CN num,             BOO,      chemSROP12,  0.1267,  0.1260,  0.2007,  1.4026, -0.0111,  2.9471, -1.6409,  0.1999,  1.7103,  0.0216,  3.0500, -1.6432
     gen-CN num,      chemSROP12,             BOO,  0.1269,  0.1263,  0.2008,  1.0367, -0.3566,  0.0108, -2.2517,  0.2002,  1.0384, -0.4071, -0.0204, -2.2000
            BOO,      chemSROP12,      gen-CN num,  0.1301,  0.1305,  0.0000,  0.9989,  0.1972,  0.0260, -2.5266,  0.0000,  0.9976,  0.1955, -0.0029, -2.5118
     gen-CN num,             BOO,      chemSROP22,  0.1267,  0.1261,  0.2007,  1.3988, -0.0100,  2.9538, -1.6396,  0.1998,  1.7089,  0.0028,  3.0575, -1.6419
     gen-CN num,      chemSROP22,             BOO,  0.1269,  0.1264,  0.2008,  1.3029, -0.3545,  0.0078, -2.5194,  0.1998,  1.0539, -0.4045, -0.0024, -2.2155
            BOO,      chemSROP22,      gen-CN num,  0.1300,  0.1305,  0.0000,  1.2572,  0.1972,  0.0145, -2.7844,  0.0000,  1.0626,  0.1954,  0.0056, -2.5763
     gen-CN num,             BOO,       gCN-Ni-Ni,  0.1267,  0.1261,  0.2007,  1.4072,  0.0007,  2.9541, -1.6409,  0.1995,  1.7163,  0.0034,  3.0969, -1.6379
     gen-CN num,       gCN-Ni-Ni,             BOO,  0.1269,  0.1263,  0.2008,  0.8899, -0.3575, -0.0003, -2.1045,  0.1996,  0.9793, -0.3990, -0.0030, -2.1452
            BOO,       gCN-Ni-Ni,      gen-CN num,  0.1299,  0.1301,  0.0000,  1.2743,  0.1962, -0.0126, -2.8011,  0.0000,  1.3466,  0.1941, -0.0144, -2.8587
     gen-CN num,             BOO,       gCN-Ni-Pt,  0.1266,  0.1260,  0.2023,  1.3058, -0.0106,  2.6701, -1.6613,  0.2009,  1.6727, -0.0075,  2.9512, -1.6510
     gen-CN num,       gCN-Ni-Pt,             BOO,  0.1267,  0.1262,  0.2024,  0.8981, -0.3778,  0.0125, -2.0955,  0.2010,  0.9837, -0.4180,  0.0080, -2.1338
            BOO,       gCN-Ni-Pt,      gen-CN num,  0.1301,  0.1305,  0.0000,  0.9713,  0.1975,  0.0016, -2.4999,  0.0000,  0.9743,  0.1951, -0.0031, -2.4883
     gen-CN num,             BOO,       gCN-Pt-Ni,  0.1266,  0.1259,  0.1985,  1.6126,  0.0149,  3.3383, -1.6217,  0.1977,  1.8227,  0.0128,  3.2703, -1.6274
     gen-CN num,       gCN-Pt-Ni,             BOO,  0.1266,  0.1261,  0.1981,  0.0034, -0.3345, -1.3106, -1.2313,  0.1975,  0.0036, -0.3862, -1.1663, -1.1752
